#lemma	stem
ostuda	ostud
defenzíva	defenzív
zákrok	zákrok
tvrdost	tvrdost
svěřenec	svěřenec
čtveřice	čtveřic
rozcvičení	rozcvičení
rozhodčí	rozhodčí
generálka	generálk
policie	polici
začlenění	začlenění
interpol	interpol
kriminálka	kriminálk
návrat	návrat
zasedání	zasedání
ústředna	ústředn
narkotikum	narkotikum
mvčr	mvčr
vyškolení	vyškolení
včlenění	včlenění
poslání	poslání
školství	školství
přání	přání
resort	resort
socialista	socialist
seznam	seznam
archivář	archivář
kolonka	kolonk
příslušnost	příslušnost
agrárník	agrárník
standard	standard
penzum	penzum
školné	školné
přelom	přelom
příval	příval
post	post
krytí	krytí
schodek	schodek
racionalita	racionalit
unie	uni
konkurenceschopnost	konkurenceschopnost
dilema	dilem
složitost	složitost
zub	zub
ustupování	ustupování
vyučování	vyučování
venkov	venkov
primářka	primářk
poliklinika	poliklinik
chlapec	chlapec
dívka	dívk
zóna	zón
kolchoz	kolchoz
onemocnění	onemocnění
žláza	žláz
chudokrevnost	chudokrevnost
ozáření	ozáření
dospělý	dospělý
imunita	imunit
infekce	infekc
ústupek	ústupek
zařazení	zařazení
náboj	náboj
podzim	podzim
kriminalita	kriminalit
nástupce	nástupc
dudek	dudek
voličstvo	voličstv
veterán	veterán
setrvání	setrvání
pohodlí	pohodlí
komentátor	komentátor
mezera	mezer
mistr	mistr
kompromis	kompromis
vyjednavač	vyjednavač
náznak	náznak
popularita	popularit
hlasování	hlasování
zklamání	zklamání
krédo	kréd
odvaha	odvah
dávka	dávk
propuštění	propuštění
bezpečnost	bezpečnost
osadník	osadník
masakr	masakr
modlitba	modlitb
arab	arab
ingerence	ingerenc
znárodňování	znárodňování
chudoba	chudob
bezdomovství	bezdomovství
rovnoprávnost	rovnoprávnost
nutnost	nutnost
křivda	křivd
diskriminace	diskriminac
apartheid	apartheid
desetiletí	desetiletí
elektrifikace	elektrifikac
formulace	formulac
rušení	rušení
reformace	reformac
komunita	komunit
udělování	udělování
zostření	zostření
manifest	manifest
protekce	protekc
usilování	usilování
domovina	domovin
federalizmus	federalizmus
volkstaat	volkstaat
vybírání	vybírání
okupace	okupac
adaptace	adaptac
nesmysl	nesmysl
ohlas	ohlas
stavba	stavb
památka	památk
indolence	indolenc
povšimnutí	povšimnutí
správa	správ
prosazení	prosazení
žralok	žralok
tažení	tažení
pohár	pohár
střela	střel
strůjce	strůjc
výhra	výhr
hvězda	hvězd
siréna	sirén
seriál	seriál
motocykl	motocykl
okruh	okruh
jezdec	jezdec
motocyklista	motocyklist
autodrom	autodrom
ccm	ccm
supersport	supersport
superbike	superbik
lahůdka	lahůdk
tenis	tenis
trio	tri
sudí	sudí
trávník	trávník
dosah	dosah
historie	histori
trumf	trumf
duel	duel
střelec	střelec
marodka	marodk
náhradník	náhradník
kolébka	kolébk
kopaná	kopaná
sezóna	sezón
hlediště	hlediště
žaloba	žalob
bis	bis
redaktor	redaktor
novina	novin
příslušník	příslušník
vyplácení	vyplácení
presumpce	presumpc
nevina	nevin
žalobce	žalobc
vyšetřování	vyšetřování
soudkyně	soudkyně
podklad	podklad
vydavatel	vydavatel
publikování	publikování
představenstvo	představenstv
zůstatek	zůstatek
příkaz	příkaz
obsazení	obsazení
přerušení	přerušení
rozmyšlená	rozmyšlená
jádro	jádr
členství	členství
medaile	medail
znalec	znalec
integrace	integrac
velvyslanec	velvyslanec
mizérie	mizéri
ponorka	ponork
odhodlání	odhodlání
šťáva	šťáv
posádka	posádk
apatie	apati
křižník	křižník
loď	loď
kouč	kouč
jednička	jedničk
povaha	povah
výlet	výlet
přesilovka	přesilovk
oslabení	oslabení
nátura	nátur
tchán	tchán
důraz	důraz
kluziště	kluziště
turnaj	turnaj
pravděpodobnost	pravděpodobnost
kabina	kabin
medvěd	medvěd
vítr	vítr
povstání	povstání
nelibost	nelibost
zatracení	zatracení
audience	audienc
hřích	hřích
zachránkyně	zachránkyně
voj	voj
gloriola	gloriol
rebus	rebus
povstalec	povstalec
brigáda	brigád
rozkaz	rozkaz
státník	státník
epizoda	epizod
prudkost	prudkost
krvavost	krvavost
barikáda	barikád
exil	exil
apetýt	apetýt
přehlídka	přehlídk
aktér	aktér
dohled	dohled
úsloví	úsloví
barikádník	barikádník
loterie	loteri
lotynka	lotynk
hospodaření	hospodaření
odebrání	odebrání
sazka	sazk
výčet	výčet
pasáž	pasáž
výnos	výnos
soupeření	soupeření
pobouření	pobouření
rozjezd	rozjezd
ostřelovač	ostřelovač
unprofor	unprofor
incident	incident
muslim	muslim
porušování	porušování
blokáda	blokád
pašování	pašování
strašidlo	strašidl
rozvinutí	rozvinutí
plutonium	plutonium
uran	uran
protějšek	protějšek
překladiště	překladiště
úlovek	úlovek
cestující	cestující
koordinátor	koordinátor
zprostředkovatel	zprostředkovatel
gram	gram
nález	nález
provokace	provokac
imperialismus	imperialismus
klín	klín
pašerák	pašerák
očerňování	očerňování
podřizování	podřizování
zloděj	zloděj
rozbor	rozbor
úmysl	úmysl
dopad	dopad
zřizování	zřizování
grémium	grémium
lidstvo	lidstv
prostitutka	prostitutk
vlásek	vlásek
beta	bet
faktum	faktum
lázeňství	lázeňství
poukaz	poukaz
mudr	mudr
osvětlení	osvětlení
filmografie	filmografi
komedie	komedi
současník	současník
muzikant	muzikant
kamarád	kamarád
konzervatoř	konzervatoř
chvilka	chvilk
trapnost	trapnost
štěstí	štěstí
fotbal	fotbal
spirála	spirál
předkolo	předkol
konstatování	konstatování
sluníčko	sluníčk
kometa	komet
pohasnutí	pohasnutí
souhvězdí	souhvězdí
juventus	juventus
zvuk	zvuk
reprezentant	reprezentant
připravenost	připravenost
sebevědomí	sebevědomí
propadák	propadák
ohrožení	ohrožení
šok	šok
dvojice	dvojic
brejk	brejk
ovoce	ovoc
kluk	kluk
kondice	kondic
pomocník	pomocník
instruktáž	instruktáž
přátelák	přátelák
remíza	remíz
kořen	kořen
vytáčení	vytáčení
žebříček	žebříček
neochota	neochot
rekonstrukce	rekonstrukc
vlaštovka	vlaštovk
tiskovka	tiskovk
nezdar	nezdar
posilování	posilování
stanovy	stanov
dcera	dcer
holding	holding
racionalizace	racionalizac
trakce	trakc
lokomotivka	lokomotivk
návaznost	návaznost
nakladatelství	nakladatelství
průvodce	průvodc
psychologie	psychologi
profesionál	profesionál
typografie	typografi
odyssea	odysse
příloha	příloh
autobiografie	autobiografi
čaroděj	čaroděj
pozadí	pozadí
ofenziva	ofenziv
slogan	slogan
nápoj	nápoj
soukromí	soukromí
esej	esej
uzdravování	uzdravování
postřeh	postřeh
učebnice	učebnic
stáj	stáj
manželka	manželk
statkář	statkář
převrat	převrat
nádech	nádech
rekonvalescence	rekonvalescenc
úraz	úraz
páteř	páteř
píka	pík
usedlost	usedlost
jatka	jatk
krmení	krmení
prase	pras
čistička	čističk
sušička	sušičk
obilí	obilí
fara	far
střecha	střech
šeď	šeď
rozvalina	rozvalin
ha`hektar	ha`hektar
příbuzný	příbuzný
řepka	řepk
hrách	hrách
vojtěška	vojtěšk
prasnice	prasnic
kanec	kanec
potomek	potomek
stodola	stodol
skot	skot
kráva	kráv
vepřové	vepřové
býk	býk
hnůj	hnůj
živina	živin
příbuzenstvo	příbuzenstv
bratranec	bratranec
přílep	přílep
zemědělec	zemědělec
maso	mas
záložna	záložn
koníček	koníček
řehole	řehol
příklad	příklad
verva	verv
sedlačení	sedlačení
dřina	dřin
chov	chov
plnokrevník	plnokrevník
vnuk	vnuk
grunt	grunt
zaměstnanost	zaměstnanost
vzorek	vzorek
respondent	respondent
snižování	snižování
handlíř	handlíř
rukoudání	rukoudání
žitná	žitná
mramor	mramor
etika	etik
čest	čest
tržiště	tržiště
konsorcium	konsorcium
blázen	blázen
ironie	ironi
podfuk	podfuk
reálsocialismus	reálsocialismus
občánek	občánek
rakev	rakev
statečnost	statečnost
chůva	chův
bůh	bůh
úmluva	úmluv
bankéř	bankéř
fenomén	fenomén
skepse	skeps
gen	gen
soda	sod
pořad	pořad
repríza	repríz
portrét	portrét
svědectví	svědectví
schéma	schém
předvídatelnost	předvídatelnost
ekologie	ekologi
teze	tez
znak	znak
soudnost	soudnost
roztržka	roztržk
správnost	správnost
ekolog	ekolog
sebevražda	sebevražd
kysličník	kysličník
sedačka	sedačk
zavinění	zavinění
elektronika	elektronik
kapota	kapot
spínač	spínač
kůže	kůž
atletika	atletik
tyč	tyč
dálka	dálk
disk	disk
překážka	překážk
oštěp	oštěp
maraton	maraton
mítink	mítink
kanoistika	kanoistik
kanoista	kanoist
slalom	slalom
lyžování	lyžování
skok	skok
lyže	lyž
jízda	jízd
porto	port
autonehoda	autonehod
spolujezdec	spolujezdec
dálnice	dálnic
převrácení	převrácení
spolucestující	spolucestující
chalupa	chalup
oslava	oslav
disent	disent
lidovka	lidovk
odkup	odkup
operátorka	operátork
rms	rms
vyřizování	vyřizování
zadání	zadání
háček	háček
obchodník	obchodník
provize	proviz
vyrovnanost	vyrovnanost
preambule	preambul
prosazování	prosazování
psychiatr	psychiatr
rozložení	rozložení
propaganda	propagand
pošetilost	pošetilost
zakotvení	zakotvení
komentář	komentář
poznámka	poznámk
radnice	radnic
holobyt	holobyt
dlužník	dlužník
rozloha	rozloh
podlaha	podlah
okenice	okenic
zárubeň	zárubeň
zázemí	zázemí
umývárna	umývárn
ing	ing
vystěhování	vystěhování
pohledávka	pohledávk
ambice	ambic
rozepře	rozepř
pilíř	pilíř
populace	populac
porodnost	porodnost
demograf	demograf
odpočinek	odpočinek
tvůrce	tvůrc
balvan	balvan
konstrukce	konstrukc
spěch	spěch
opomenutí	opomenutí
pojistné	pojistné
únosnost	únosnost
diferenciace	diferenciac
příklon	příklon
rozlišení	rozlišení
penze	penz
referendum	referendum
vkladatel	vkladatel
konání	konání
revize	reviz
transplantace	transplantac
hlídka	hlídk
poprava	poprav
vykonání	vykonání
střelnice	střelnic
publicista	publicist
podezření	podezření
žurnalista	žurnalist
zaklínadlo	zaklínadl
odstoupení	odstoupení
deprese	depres
náčelník	náčelník
štáb	štáb
hračka	hračk
dědeček	dědeček
pozor	pozor
paluba	palub
viník	viník
spolupachatel	spolupachatel
pistolník	pistolník
obžaloba	obžalob
uklouznutí	uklouznutí
prezidentová	prezidentová
upřímnost	upřímnost
schod	schod
pivo	piv
salto	salt
kladina	kladin
tušení	tušení
náplň	náplň
odbor	odbor
královna	královn
láhev	láhev
skotská	skotská
obvinění	obvinění
kleptoman	kleptoman
generál	generál
střelivo	střeliv
klíč	klíč
záhada	záhad
ruinování	ruinování
klam	klam
výpadovka	výpadovk
premiéra	premiér
zábava	zábav
dramatizace	dramatizac
román	román
režie	reži
režisér	režisér
repertoár	repertoár
inscenace	inscenac
kašpar	kašpar
doňa	doň
předpremiéra	předpremiér
rokoko	rokok
show	show
story	stor
dramaturg	dramaturg
herec	herec
fraška	frašk
letora	letor
jeviště	jeviště
sluha	sluh
činohra	činohr
odpuštění	odpuštění
vulgarita	vulgarit
triviálnost	triviálnost
studio	studi
razance	razanc
žargon	žargon
knoflík	knoflík
kov	kov
oživení	oživení
ruda	rud
ocelář	ocelář
hliník	hliník
nadprodukce	nadprodukc
olovo	olov
obměna	obměn
autobaterie	autobateri
měď	měď
zinek	zinek
vyrovnání	vyrovnání
cín	cín
nikl	nikl
světlo	světl
mangan	mangan
ocelářství	ocelářství
wolfram	wolfram
shoda	shod
kondička	kondičk
potlesk	potlesk
sekera	seker
životospráva	životospráv
kůň	kůň
prostituce	prostituc
ubytovna	ubytovn
mládež	mládež
pohoršení	pohoršení
pokuta	pokut
řemeslo	řemesl
odrazování	odrazování
trestání	trestání
grant	grant
vzdělávání	vzdělávání
vývozce	vývozc
cigareta	cigaret
margarín	margarín
cukrovinka	cukrovink
sýr	sýr
čokoláda	čokolád
lihovina	lihovin
přirážka	přirážk
ecu	ecu
zúčtování	zúčtování
certifikace	certifikac
znepokojení	znepokojení
uznávání	uznávání
inspekce	inspekc
udělení	udělení
vyřízení	vyřízení
pololetí	pololetí
exportér	exportér
mléko	mlék
máslo	másl
drůbež	drůbež
tis	tis
příměří	příměří
závislost	závislost
labourista	labourist
republikán	republikán
stažení	stažení
kontingent	kontingent
unionista	unionist
duše	duš
ďábel	ďábel
potrat	potrat
primář	primář
gynekologie	gynekologi
interrupce	interrupc
polka	polk
provádění	provádění
úplata	úplat
občanka	občank
prohlídka	prohlídk
tkáň	tkáň
výpověď	výpověď
vynesení	vynesení
rozsudek	rozsudek
odškodnění	odškodnění
perzekuce	perzekuc
sekretariát	sekretariát
vdova	vdov
vdovec	vdovec
věznění	věznění
hanobitel	hanobitel
síň	síň
líčení	líčení
hanobení	hanobení
rasa	ras
přesvědčení	přesvědčení
schvalování	schvalování
teror	teror
katolík	katolík
fašista	fašist
posudek	posudek
choroba	chorob
nebezpečnost	nebezpečnost
vztahovačnost	vztahovačnost
fanatismus	fanatismus
figurína	figurín
fašismus	fašismus
komunismus	komunismus
řeč	řeč
invektiva	invektiv
poledne	poledn
zástupkyně	zástupkyně
jmění	jmění
úpis	úpis
ážio	áži
emise	emis
doručitel	doručitel
bankovnictví	bankovnictví
upisování	upisování
konfederace	konfederac
terorista	terorist
arzenál	arzenál
skrýš	skrýš
vrátka	vrátk
výbušnina	výbušnin
bunkr	bunkr
vyhlášení	vyhlášení
minomet	minomet
samopal	samopal
kalašnikov	kalašnikov
revolver	revolver
rozpoutání	rozpoutání
plukovník	plukovník
bezpečí	bezpečí
finančník	finančník
čtvrtstoletí	čtvrtstoletí
krveprolévání	krveprolévání
užitečnost	užitečnost
čtyřka	čtyřk
sochař	sochař
akademie	akademi
zakladatel	zakladatel
sympózium	sympózium
žula	žul
syenit	syenit
vidění	vidění
recenze	recenz
kontrapunkt	kontrapunkt
flétna	flétn
klarinet	klarinet
playback	playback
poslech	poslech
hodiny	hodin
směřování	směřování
part	part
homogenita	homogenit
členitost	členitost
marimba	marimb
zvonkohra	zvonkohr
soustava	soustav
ornament	ornament
tah	tah
štětec	štětec
poznání	poznání
sekce	sekc
průchod	průchod
emocionalita	emocionalit
nános	nános
brožura	brožur
snídaně	snídaně
šampion	šampion
spáč	spáč
provizórium	provizórium
zrada	zrad
hroch	hroch
pouť	pouť
blbost	blbost
manekýn	manekýn
piano	pian
variation	variation
music	music
instrument	instrument
edice	edic
oštěpař	oštěpař
rekordman	rekordman
triumf	triumf
suverenita	suverenit
cihla	cihl
cm`centimetr	cm`centimetr
překážkář	překážkář
mistryně	mistryně
vítězka	vítězk
rekord	rekord
sprint	sprint
hod	hod
basketbal	basketbal
spoluzakladatel	spoluzakladatel
odhalení	odhalení
pomník	pomník
hvězdárna	hvězdárn
socha	soch
pedagog	pedagog
radost	radost
nabývání	nabývání
vědomost	vědomost
psycholog	psycholog
pokyn	pokyn
známkování	známkování
humanizace	humanizac
učivo	učiv
úvazek	úvazek
založení	založení
boom	boom
převedení	převedení
rezort	rezort
předchůdce	předchůdc
věrozvěst	věrozvěst
dietář	dietář
ema	em
dieta	diet
agrosalon	agrosalon
živitelka	živitelk
vyznačení	vyznačení
plod	plod
oříšek	oříšek
mandle	mandl
kokos	kokos
kešu	kešu
koření	koření
pěstitel	pěstitel
vagonka	vagonk
minihuť	minihuť
zlomek	zlomek
pvc	pvc
polyvinylchlorid	polyvinylchlorid
etylen	etylen
rozpaky	rozpak
vyváženost	vyváženost
žití	žití
odčerpávání	odčerpávání
zastánce	zastánc
realita	realit
stezka	stezk
cyklista	cyklist
kolaudace	kolaudac
způsobilost	způsobilost
facto	fact
výstaviště	výstaviště
devastace	devastac
vyjíždění	vyjíždění
galaxie	galaxi
režim	režim
přestavba	přestavb
zastupitelstvo	zastupitelstv
lupič	lupič
turista	turist
náramek	náramek
hodinky	hodink
násilník	násilník
parťák	parťák
vězeňství	vězeňství
trestanec	trestanec
odpadek	odpadek
individuum	individuum
pachatel	pachatel
afekt	afekt
zatmění	zatmění
resocializace	resocializac
výdělek	výdělek
muklotechna	muklotechn
tužka	tužk
přísun	přísun
zamyšlení	zamyšlení
stanoviště	stanoviště
budování	budování
srdce	srdc
režisérka	režisérk
obzor	obzor
plátno	plátn
trumpetista	trumpetist
kvinteto	kvintet
sextet	sextet
individualita	individualit
prarodič	prarodič
improvizace	improvizac
kvintet	kvintet
stylistika	stylistik
trubka	trubk
křídlovka	křídlovk
tenor	tenor
sopránsaxofonista	sopránsaxofonist
klavírista	klavírist
bigband	bigband
znovuobnovení	znovuobnovení
měsíčník	měsíčník
beat	beat
hvězdička	hvězdičk
filmař	filmař
tajemnice	tajemnic
infarkt	infarkt
hradiště	hradiště
odbornost	odbornost
prvotina	prvotin
protagonista	protagonist
cinema	cinem
autenticita	autenticit
kritičnost	kritičnost
natáčení	natáčení
kameraman	kameraman
podobenství	podobenství
šikanování	šikanování
revolta	revolt
freska	fresk
zkostnatělost	zkostnatělost
civilizace	civilizac
věda	věd
postava	postav
podání	podání
rezervovanost	rezervovanost
nabubřelost	nabubřelost
mister	mister
uvedení	uvedení
ukázka	ukázk
kinematografie	kinematografi
rukopis	rukopis
komerce	komerc
kladení	kladení
odveta	odvet
superpohár	superpohár
expedice	expedic
osmitisícovka	osmitisícovk
shánění	shánění
víkend	víkend
skála	skál
paraglidista	paraglidist
létání	létání
padák	padák
batoh	batoh
sedmitisícovka	sedmitisícovk
stěna	stěn
prvovýstup	prvovýstup
lezec	lezec
aklimatizace	aklimatizac
osma	osm
sedlo	sedl
fix	fix
dalekohled	dalekohled
sklon	sklon
spodek	spodek
mix	mix
vršek	vršek
organizátor	organizátor
objednání	objednání
jídlo	jídl
oběd	oběd
večeře	večeř
čaj	čaj
kafe	kaf
konto	kont
specialita	specialit
var	var
čokoládička	čokoládičk
trošička	trošičk
borec	borec
intimita	intimit
horolezectví	horolezectví
trekking	trekking
kontrakt	kontrakt
kuřák	kuřák
zlozvyk	zlozvyk
motorismus	motorismus
držení	držení
vlastnění	vlastnění
ziskovost	ziskovost
portfolio	portfoli
zástava	zástav
stromek	stromek
porost	porost
dříví	dříví
ošetřování	ošetřování
výchova	výchov
mýcení	mýcení
kalamita	kalamit
zlevňování	zlevňování
přetlak	přetlak
řezivo	řeziv
zpestření	zpestření
sázení	sázení
ožínání	ožínání
škůdce	škůdc
prořezávka	prořezávk
správce	správc
pojistka	pojistk
požár	požár
popel	popel
uhrazení	uhrazení
spořitelna	spořiteln
merkur	merkur
výbojka	výbojk
žárovka	žárovk
autožárovka	autožárovk
svítidlo	svítidl
přepočet	přepočet
měna	měn
deficit	deficit
tranzit	tranzit
plyn	plyn
voršilka	voršilk
určení	určení
kongregace	kongregac
přidělení	přidělení
zablokování	zablokování
výpis	výpis
složenka	složenk
interpelace	interpelac
popud	popud
nákladnost	nákladnost
kriminalista	kriminalist
uvalení	uvalení
zatykač	zatykač
vydírání	vydírání
krk	krk
videokamera	videokamer
mladík	mladík
policista	policist
okrsek	okrsek
odnětí	odnětí
podjatost	podjatost
zadržení	zadržení
půlnoc	půlnoc
deklarace	deklarac
rozhodnost	rozhodnost
trpělivost	trpělivost
relace	relac
funkcionář	funkcionář
přizvání	přizvání
establishment	establishment
loajalista	loajalist
agresor	agresor
svatozář	svatozář
mučedník	mučedník
skupinka	skupink
trikolóra	trikolór
protestant	protestant
vraždění	vraždění
přívrženec	přívrženec
spása	spás
kolonie	koloni
stoupenec	stoupenec
dozor	dozor
úterý	úterý
svržení	svržení
galerie	galeri
informatička	informatičk
hmp	hmp
dovednost	dovednost
diplomat	diplomat
obratnost	obratnost
vědec	vědec
uvažování	uvažování
muzeum	muzeum
podobnost	podobnost
sklonek	sklonek
pánbůh	pánbůh
stolec	stolec
souřadnice	souřadnic
příbuzná	příbuzná
oceán	oceán
gentleman	gentleman
honba	honb
povzdech	povzdech
opora	opor
lodivod	lodivod
náhled	náhled
bytost	bytost
autorita	autorit
mání	mání
makléř	makléř
lavice	lavic
parket	parket
sólo	sól
index	index
dluhopis	dluhopis
seance	seanc
závěs	závěs
zpevnění	zpevnění
premiant	premiant
len	len
obligace	obligac
losování	losování
zápisník	zápisník
šéfredaktor	šéfredaktor
notářka	notářk
opatrování	opatrování
navrácení	navrácení
jurisdikce	jurisdikc
emigrantka	emigrantk
přemístění	přemístění
únos	únos
advokát	advokát
potaz	potaz
t`tuna	t`tun
čerpadlo	čerpadl
nafta	naft
haléř	haléř
kanalizace	kanalizac
magistrát	magistrát
odvádění	odvádění
čištění	čištění
čistírna	čistírn
přípojka	přípojk
rybník	rybník
nádrž	nádrž
jez	jez
financování	financování
stočné	stočné
vyřešení	vyřešení
intenzifikace	intenzifikac
rozbití	rozbití
lahev	lahev
šampaňské	šampaňské
ropovod	ropovod
rafinerie	rafineri
družba	družb
tělocvik	tělocvik
míč	míč
koš	koš
jedinec	jedinec
rozvodovost	rozvodovost
stagnace	stagnac
manželství	manželství
moratorium	moratorium
rozluka	rozluk
selhání	selhání
kontext	kontext
herečka	herečk
samoživitelka	samoživitelk
nepravda	nepravd
vybíjení	vybíjení
stádo	stád
zdražování	zdražování
éra	ér
nadstav	nadstav
přizpůsobování	přizpůsobování
dobytek	dobytek
nadvýroba	nadvýrob
demagogie	demagogi
řezník	řezník
masokombinát	masokombinát
zlevnění	zlevnění
terorizmus	terorizmus
erupce	erupc
středomoří	středomoří
nestabilita	nestabilit
kostka	kostk
ozbrojenec	ozbrojenec
vražda	vražd
přepad	přepad
odpor	odpor
království	království
doktrína	doktrín
král	král
extremizmus	extremizmus
deformace	deformac
islám	islám
fundamentalizmus	fundamentalizmus
šajch	šajch
vězení	vězení
fundamentalista	fundamentalist
urážka	urážk
sok	sok
monarchie	monarchi
napětí	napětí
radikál	radikál
aktivista	aktivist
represe	repres
ilegalita	ilegalit
nervozita	nervozit
mučení	mučení
náboženství	náboženství
krajnice	krajnic
pozvání	pozvání
zdrženlivost	zdrženlivost
aliance	alianc
vyjednávání	vyjednávání
maratonec	maratonec
maratón	maratón
reportér	reportér
rocker	rocker
bigbít	bigbít
výtržnost	výtržnost
fáma	fám
kuchař	kuchař
milovník	milovník
fotodokumentace	fotodokumentac
provaz	provaz
rukavice	rukavic
ohledávač	ohledávač
kmen	kmen
větev	větev
bytovka	bytovk
pohřeb	pohřeb
sedativum	sedativum
holčička	holčičk
hospoda	hospod
kotlina	kotlin
kapelník	kapelník
restaurace	restaurac
parta	part
holka	holk
mafie	mafi
věřitel	věřitel
dcerka	dcerk
škodovka	škodovk
taška	tašk
listina	listin
razítko	razítk
vyhrožování	vyhrožování
výsměch	výsměch
rozloučená	rozloučená
upřednostňování	upřednostňování
zakomponování	zakomponování
studie	studi
zdržení	zdržení
tisícovka	tisícovk
brzda	brzd
purkrabství	purkrabství
míčovna	míčovn
archa	arch
legenda	legend
hostování	hostování
těleso	těles
přednáška	přednášk
psychoanalýza	psychoanalýz
egyptologie	egyptologi
kolokvium	kolokvium
básník	básník
euforie	eufori
rusalka	rusalk
komplet	komplet
pastorkyně	pastorkyně
okouzlení	okouzlení
libreto	libret
poetika	poetik
jakobín	jakobín
čert	čert
zpěv	zpěv
gazela	gazel
diskofil	diskofil
pěvectví	pěvectví
sopranistka	sopranistk
jubileum	jubileum
svěžest	svěžest
parketa	parket
intrikán	intrikán
pěvec	pěvec
poustevník	poustevník
počin	počin
přispění	přispění
poměry	poměr
partie	parti
sonornost	sonornost
společník	společník
jednatel	jednatel
posouzení	posouzení
sloučení	sloučení
mravnost	mravnost
zřetel	zřetel
obohacení	obohacení
snílek	snílek
obdiv	obdiv
vzdor	vzdor
odvolání	odvolání
karmelitán	karmelitán
útulek	útulek
chrám	chrám
jezulátko	jezulátk
mše	mš
superliga	superlig
basketbalista	basketbalist
tráva	tráv
zpravodajka	zpravodajk
tenista	tenist
kurt	kurt
šampionka	šampionk
dvorec	dvorec
hráčka	hráčk
krajanka	krajank
rivalita	rivalit
bordel	bordel
debl	debl
bojovnost	bojovnost
střetnutí	střetnutí
set	set
přemožitelka	přemožitelk
sňatek	sňatek
bázeň	bázeň
soupeřka	soupeřk
křeč	křeč
migréna	migrén
houževnatost	houževnatost
nástraha	nástrah
lóže	lóž
dáma	dám
diplomacie	diplomaci
plotýnka	plotýnk
konev	konev
kytka	kytk
svah	svah
zákrut	zákrut
ves	ves
objetí	objetí
dvorek	dvorek
advisor	advisor
president	president
poradkyně	poradkyně
dveře	dveř
krása	krás
střídání	střídání
zabarvení	zabarvení
motiv	motiv
titulek	titulek
požehnání	požehnání
xerox	xerox
komunizmus	komunizmus
cinkání	cinkání
profesorka	profesork
formát	formát
pohlednice	pohlednic
žert	žert
maminka	mamink
pohádka	pohádk
red	red
cihelna	ciheln
azyl	azyl
politologie	politologi
občanství	občanství
téze	téz
obdoba	obdob
sousloví	sousloví
traveller	traveller
elévka	elévk
promoce	promoc
reportérka	reportérk
kariéra	kariér
novinářka	novinářk
odbory	odbor
dvojče	dvojč
pobřeží	pobřeží
doktorát	doktorát
spleť	spleť
sbírání	sbírání
psaní	psaní
teorie	teori
pomezí	pomezí
spolukandidátka	spolukandidátk
viceprezident	viceprezident
prezidentka	prezidentk
hypotéza	hypotéz
chaos	chaos
kategorizace	kategorizac
fungování	fungování
rezoluce	rezoluc
invaze	invaz
means	means
záliv	záliv
diktátor	diktátor
krev	krev
memento	mement
stoupenkyně	stoupenkyně
strážce	strážc
smysl	smysl
instrukce	instrukc
stáž	stáž
táta	tát
planeta	planet
tlupa	tlup
kobylka	kobylk
hlídač	hlídač
rvačka	rvačk
rolník	rolník
četník	četník
hasič	hasič
pouto	pout
štvaní	štvaní
hadry	hadr
nešťastník	nešťastník
sutina	sutin
stotisíc	stotisíc
beznadějnost	beznadějnost
hrůza	hrůz
klika	klik
hazardér	hazardér
podněcovatel	podněcovatel
zkáza	zkáz
palič	palič
angažovanost	angažovanost
ozdravění	ozdravění
masmédium	masmédium
symptom	symptom
glasnost	glasnost
věta	vět
řádek	řádek
předák	předák
kibuc	kibuc
výšina	výšin
próza	próz
skříňka	skříňk
výtisk	výtisk
knihkupec	knihkupec
veletrh	veletrh
odpůrce	odpůrc
poučka	poučk
keynesianizmus	keynesianizmus
kodifikace	kodifikac
ortodoxie	ortodoxi
sebejistota	sebejistot
konjunktura	konjunktur
oktáva	oktáv
ucho	uch
dolaďování	dolaďování
duch	duch
krácení	krácení
labilita	labilit
utrácení	utrácení
rétorika	rétorik
hdp	hdp
antipod	antipod
dogma	dogm
omylnost	omylnost
papež	papež
derby	derb
podívaná	podívaná
závodiště	závodiště
klusák	klusák
kvalifikace	kvalifikac
peloton	peloton
náskok	náskok
sulka	sulk
skóre	skór
penalta	penalt
lesk	lesk
vyvrcholení	vyvrcholení
sraz	sraz
stoper	stoper
klobouk	klobouk
žebrák	žebrák
minikrámek	minikrámek
zpívání	zpívání
písnička	písničk
umělec	umělec
výtvarník	výtvarník
přiznání	přiznání
regulérnost	regulérnost
upřesnění	upřesnění
obnova	obnov
přihlédnutí	přihlédnutí
dokončení	dokončení
dokumentace	dokumentac
památkář	památkář
repase	repas
zhotovitel	zhotovitel
vyhodnocení	vyhodnocení
výhodnost	výhodnost
bezstarostnost	bezstarostnost
stavebník	stavebník
úkon	úkon
náhražka	náhražk
motorista	motorist
příčka	příčk
podvozek	podvozek
peněženka	peněženk
trhák	trhák
leasing	leasing
koeficient	koeficient
akontace	akontac
splátka	splátk
pochopení	pochopení
repro	repr
kandidátka	kandidátk
lídr	lídr
prokurátor	prokurátor
frakce	frakc
zmocněnec	zmocněnec
izolacionizmus	izolacionizmus
přestěhování	přestěhování
rádio	rádi
izolacionista	izolacionist
zvrat	zvrat
kasárna	kasárn
hymna	hymn
badatel	badatel
přiblížení	přiblížení
person	person
matador	matador
sebedůvěra	sebedůvěr
prvenství	prvenství
záminka	zámink
komfort	komfort
automat	automat
kouř	kouř
